Year,Provider No,Provider Name,Program No,Program Name,County,Current Community District,Street Address,City,Zip Code,Program Type,Service Type,Current Status,Average Daily Enrollment
2015,85420,Montefiore Medical Center,51981,Montefiore Medical Center OP,Bronx,205,2058 Jerome Ave,Bronx,10453,Outpatient,Outpatient Clinic,Operational,49
2019,85420,Montefiore Medical Center,51981,Montefiore Medical Center OP,Bronx,205,2058 Jerome Ave,Bronx,10453,Outpatient,Outpatient Clinic,Operational,44
2010,85420,Montefiore Medical Center,52211,Montefiore Medical Cntr Wakefield MMD,Bronx,212,600 East 233 Street,Bronx,10466,Crisis,Medical Managed Detoxification,Closed,8
2010,85420,Montefiore Medical Center,52212,Wakefield Recovery Center OP,Bronx,212,4401 Bronx Blvd,Bronx,10470,Outpatient,Outpatient Clinic,Operational,150
2015,85420,Montefiore Medical Center,52212,Wakefield Recovery Center OP,Bronx,212,4401 Bronx Blvd,Bronx,10470,Outpatient,Outpatient Clinic,Operational,102
2019,85420,Montefiore Medical Center,52212,Wakefield Recovery Center OP,Bronx,212,4401 Bronx Blvd,Bronx,10470,Outpatient,Outpatient Clinic,Operational,113
2015,85420,Montefiore Medical Center,52786,Wellness Center at Waters Place OTP,Bronx,211,1510 Waters Pl,Bronx,10461,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,998
2019,85420,Montefiore Medical Center,52786,Wellness Center at Waters Place OTP,Bronx,211,1510 Waters Pl,Bronx,10461,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,912
2015,85420,Montefiore Medical Center,52787,Next Steps North OP,Bronx,211,1510 Waters Pl,Bronx,10461,Outpatient,Outpatient Clinic,Operational,88
2019,85420,Montefiore Medical Center,52787,Next Steps North OP,Bronx,211,1510 Waters Pl,Bronx,10461,Outpatient,Outpatient Clinic,Operational,61
"",85420,Montefiore Medical Center,52788,Montefiore Medical Center MSW‐OP,Bronx,211,1510 Waters Pl,Bronx,,Crisis,Med Sup Withdrawal‐Outpatient,Operational,
2015,85420,Montefiore Medical Center,52789,Wellness Center at Waters Place OMM,Bronx,211,1510 Waters Pl,Bronx,10461,Opioid Treatment Program,Medical Maintenance,Operational,116
2019,85420,Montefiore Medical Center,52789,Wellness Center at Waters Place OMM,Bronx,211,1510 Waters Pl,Bronx,10461,Opioid Treatment Program,Medical Maintenance,Operational,118
2015,85420,Montefiore Medical Center,52790,Montefiore Medical Center OTP 2,Bronx,201,804 E 138th St,Bronx,10454,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,"1,128"
2019,85420,Montefiore Medical Center,52790,Montefiore Medical Center OTP 2,Bronx,201,804 E 138th St,Bronx,10454,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,991
2015,85420,Montefiore Medical Center,52791,Wellness Center at Melrose OTP,Bronx,204,260 E 161st St,Bronx,10451,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,836
2019,85420,Montefiore Medical Center,52791,Wellness Center at Melrose OTP,Bronx,204,260 E 161st St,Bronx,10451,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,768
2015,85420,Montefiore Medical Center,52792,Next Steps South OP,Bronx,204,260 E 161st St,Bronx,10451,Outpatient,Outpatient Clinic,Operational,98
2019,85420,Montefiore Medical Center,52792,Next Steps South OP,Bronx,204,260 E 161st St,Bronx,10451,Outpatient,Outpatient Clinic,Operational,65
2019,85420,Montefiore Medical Center,52915,Next Steps North OP 1,Bronx,211,1510 Waters Pl,Bronx,10461,Outpatient,Outpatient Clinic,Operational,21
2010,85450,Cumberland D/TC (HHC),51910,Alcoholism Treatment Program OP,Kings,302,100 N Portland Ave,Brooklyn,11205,Outpatient,Outpatient Clinic,Operational,201
2015,85450,Cumberland D/TC (HHC),51910,Alcoholism Treatment Program OP,Kings,302,100 N Portland Ave,Brooklyn,11205,Outpatient,Outpatient Clinic,Operational,80
2019,85450,Cumberland D/TC (HHC),51910,Alcoholism Treatment Program OP,Kings,302,100 N Portland Ave,Brooklyn,11205,Outpatient,Outpatient Clinic,Operational,29
2019,85450,Cumberland D/TC (HHC),53165,Alcoholism Treatment Program OP R,Kings,302,100 N Portland Ave,Brooklyn,11205,Outpatient,Outpatient Rehabilitation,Operational,7
2010,85470,Brookdale Hospital,335,Interfaith Medical Ctr MMTP Clinic OTP,Kings,308,880 Bergen St,Brooklyn,11238,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,428
2015,85470,Brookdale Hospital,335,Interfaith Medical Ctr MMTP Clinic OTP,Kings,308,880 Bergen St,Brooklyn,11238,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,433
2019,85470,Brookdale Hospital,335,Interfaith Medical Ctr MMTP Clinic OTP,Kings,308,880 Bergen St,Brooklyn,11238,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,392
2010,85470,Brookdale Hospital,7038,Brookdale Hospital IP,Kings,303,1545 Atlantic Ave,Brooklyn,11213,Inpatient Treatment,Inpatient Rehabilitation,Operational,11
2015,85470,Brookdale Hospital,7038,Brookdale Hospital IP,Kings,303,1545 Atlantic Ave,Brooklyn,11213,Inpatient Treatment,Inpatient Rehabilitation,Operational,15
2019,85470,Brookdale Hospital,7038,Brookdale Hospital IP,Kings,303,1545 Atlantic Ave,Brooklyn,11213,Inpatient Treatment,Inpatient Rehabilitation,Operational,14
2010,85470,Brookdale Hospital,50586,Brookdale Hospital MMD,Kings,303,1545 Atlantic Ave,Brooklyn,11213,Crisis,Medical Managed Detoxification,Operational,12
2015,85470,Brookdale Hospital,50586,Brookdale Hospital MMD,Kings,303,1545 Atlantic Ave,Brooklyn,11213,Crisis,Medical Managed Detoxification,Operational,4
2019,85470,Brookdale Hospital,50586,Brookdale Hospital MMD,Kings,303,1545 Atlantic Ave,Brooklyn,11213,Crisis,Medical Managed Detoxification,Operational,12
2010,85470,Brookdale Hospital,50587,Brookdale Hospital OP,Kings,303,1545 Atlantic Ave,Brooklyn,11213,Outpatient,Outpatient Clinic,Operational,41
2015,85470,Brookdale Hospital,50587,Brookdale Hospital OP,Kings,303,1545 Atlantic Ave,Brooklyn,11213,Outpatient,Outpatient Clinic,Operational,19
2019,85470,Brookdale Hospital,50587,Brookdale Hospital OP,Kings,303,1545 Atlantic Ave,Brooklyn,11213,Outpatient,Outpatient Clinic,Operational,16
2019,85470,Brookdale Hospital,53012,Brookdale Hospital OP R,Kings,303,1545 Atlantic Ave,Brooklyn,11213,Outpatient,Outpatient Rehabilitation,Operational,1
2010,87030,Kings County Hospital Center (HHC),103,The Family Youth Center  CD OP Program,Kings,309,410 Winthrop Street,Brooklyn,11203,Outpatient,Outpatient Clinic,Closed,3
2010,87030,Kings County Hospital Center (HHC),148,Kings Co. Hosp. MTP Clinic #3,Kings,309,648 Albany Avenue,Brooklyn,11203,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,168
2010,87030,Kings County Hospital Center (HHC),414,Kings Co. Hosp. MTP Clinic #1,Kings,309,648 Albany Avenue.,Brooklyn,11203,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,252
2010,87030,Kings County Hospital Center (HHC),643,Early Intervention and Polydrug OP,Kings,309,591 Kingston Ave,Brooklyn,11203,Outpatient,Outpatient Clinic,Closed,80
2015,87030,Kings County Hospital Center (HHC),643,Early Intervention and Polydrug OP,Kings,309,591 Kingston Ave,Brooklyn,11203,Outpatient,Outpatient Clinic,Closed,48
2010,87030,Kings County Hospital Center (HHC),920,Kings Co. Hosp. OTP 2,Kings,309,591 Kingston Ave,Brooklyn,11203,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,449
2015,87030,Kings County Hospital Center (HHC),920,Kings Co. Hosp. OTP 2,Kings,309,591 Kingston Ave,Brooklyn,11203,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,595
2019,87030,Kings County Hospital Center (HHC),920,Kings Co. Hosp. OTP 2,Kings,309,591 Kingston Ave,Brooklyn,11203,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,517
2010,87030,Kings County Hospital Center (HHC),50152,Kings County Hospital Center (HHC) MMD,Kings,309,410 Winthrop St,Brooklyn,11203,Crisis,Medical Managed Detoxification,Closed,12
2015,87030,Kings County Hospital Center (HHC),50152,Kings County Hospital Center (HHC) MMD,Kings,309,410 Winthrop St,Brooklyn,11203,Crisis,Medical Managed Detoxification,Closed,10
2019,87030,Kings County Hospital Center (HHC),50152,Kings County Hospital Center (HHC) MMD,Kings,309,410 Winthrop St,Brooklyn,11203,Crisis,Medical Managed Detoxification,Closed,11
2010,87030,Kings County Hospital Center (HHC),50202,Kings County Hospital Center CR,Kings,303,722 Myrtle Ave,Brooklyn,11205,Residential,Community Residential,Closed,22
2015,87030,Kings County Hospital Center (HHC),50202,Kings County Hospital Center CR,Kings,303,722 Myrtle Ave,Brooklyn,11205,Residential,Community Residential,Closed,21
2019,87030,Kings County Hospital Center (HHC),50202,Kings County Hospital Center CR,Kings,303,722 Myrtle Ave,Brooklyn,11205,Residential,Community Residential,Closed,7
2010,87030,Kings County Hospital Center (HHC),51909,King Co. Hosp. Ctr. (HHC) OP,Kings,309,410 Winthrop St,Brooklyn,11203,Outpatient,Outpatient Clinic,Operational,121
2015,87030,Kings County Hospital Center (HHC),51909,King Co. Hosp. Ctr. (HHC) OP,Kings,309,410 Winthrop St,Brooklyn,11203,Outpatient,Outpatient Clinic,Operational,75
2019,87030,Kings County Hospital Center (HHC),51909,King Co. Hosp. Ctr. (HHC) OP,Kings,309,410 Winthrop St,Brooklyn,11203,Outpatient,Outpatient Clinic,Operational,17
2010,87030,Kings County Hospital Center (HHC),51913,King Co. Hosp. Ctr. (HHC) OP 1,Kings,303,722 Myrtle Ave,Brooklyn,11205,Outpatient,Outpatient Clinic,Closed,54
2015,87030,Kings County Hospital Center (HHC),51913,King Co. Hosp. Ctr. (HHC) OP 1,Kings,303,722 Myrtle Ave,Brooklyn,11205,Outpatient,Outpatient Clinic,Closed,42
2019,87030,Kings County Hospital Center (HHC),51913,King Co. Hosp. Ctr. (HHC) OP 1,Kings,303,722 Myrtle Ave,Brooklyn,11205,Outpatient,Outpatient Clinic,Closed,8
2019,87030,Kings County Hospital Center (HHC),53162,Kings County Hospital Center OP R,Kings,303,722 Myrtle Ave,Brooklyn,11205,Outpatient,Outpatient Rehabilitation,Closed,6
2019,87030,Kings County Hospital Center (HHC),53163,Kings County Hosp. Cntr. (HHC) OP R 1,Kings,309,410 Winthrop St,Brooklyn,11203,Outpatient,Outpatient Rehabilitation,Operational,44
2010,87040,Elmhurst Hospital Center (HHC),320,Elmhurst Hospital Center (HHC) OTP,Queens,404,79‐01 Broadway,Elmhurst,11373,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,309
2015,87040,Elmhurst Hospital Center (HHC),320,Elmhurst Hospital Center (HHC) OTP,Queens,404,79‐01 Broadway,Elmhurst,11373,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,278
2019,87040,Elmhurst Hospital Center (HHC),320,Elmhurst Hospital Center (HHC) OTP,Queens,404,79‐01 Broadway,Elmhurst,11373,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,256
2010,87040,Elmhurst Hospital Center (HHC),50223,Elmhurst Hospital OP,Queens,404,79‐01 Broadway,Elmhurst,11373,Outpatient,Outpatient Clinic,Operational,158
2015,87040,Elmhurst Hospital Center (HHC),50223,Elmhurst Hospital OP,Queens,404,79‐01 Broadway,Elmhurst,11373,Outpatient,Outpatient Clinic,Operational,122
2019,87040,Elmhurst Hospital Center (HHC),50223,Elmhurst Hospital OP,Queens,404,79‐01 Broadway,Elmhurst,11373,Outpatient,Outpatient Clinic,Operational,116
2010,87040,Elmhurst Hospital Center (HHC),50224,Elmhurst Hospital Center CR,Queens,404,81‐30 Baxter Ave,Elmhurst,11373,Residential,Community Residential,Closed,28
2015,87040,Elmhurst Hospital Center (HHC),50224,Elmhurst Hospital Center CR,Queens,404,81‐30 Baxter Ave,Elmhurst,11373,Residential,Community Residential,Closed,28
2010,87050,Coney Island Hospital (HHC),7080,Coney Island Hospital MMD,Kings,313,2601 Ocean Pkwy,Brooklyn,11235,Crisis,Medical Managed Detoxification,Closed,11
2015,87050,Coney Island Hospital (HHC),7080,Coney Island Hospital MMD,Kings,313,2601 Ocean Pkwy,Brooklyn,11235,Crisis,Medical Managed Detoxification,Closed,13
2019,87050,Coney Island Hospital (HHC),7080,Coney Island Hospital MMD,Kings,313,2601 Ocean Pkwy,Brooklyn,11235,Crisis,Medical Managed Detoxification,Closed,11
2010,87050,Coney Island Hospital (HHC),50320,Coney Island Hospital (HHC) OP,Kings,313,2925 W 19th St,Brooklyn,11224,Outpatient,Outpatient Clinic,Operational,196
2015,87050,Coney Island Hospital (HHC),50320,Coney Island Hospital (HHC) OP,Kings,313,2925 W 19th St,Brooklyn,11224,Outpatient,Outpatient Clinic,Operational,141
2019,87050,Coney Island Hospital (HHC),50320,Coney Island Hospital (HHC) OP,Kings,313,2925 W 19th St,Brooklyn,11224,Outpatient,Outpatient Clinic,Operational,143
2010,87060,Queens Hospital Center,50298,Queens Hospital Ctr ‐ Med. Mgd. Detox,Queens,408,82‐68 164th St,Jamaica,11432,Crisis,Medical Managed Detoxification,Closed,15
2010,87060,Queens Hospital Center,51908,Comprehensive CD Program OP,Queens,408,82‐50 164th St,Jamaica,11432,Outpatient,Outpatient Clinic,Operational,88
2015,87060,Queens Hospital Center,51908,Comprehensive CD Program OP,Queens,408,82‐50 164th St,Jamaica,11432,Outpatient,Outpatient Clinic,Operational,67
2019,87060,Queens Hospital Center,51908,Comprehensive CD Program OP,Queens,408,82‐50 164th St,Jamaica,11432,Outpatient,Outpatient Clinic,Operational,57
2010,87090,Mount Sinai Morningside,1487,St. Luke's‐Roosevelt Hosp Center OTP,New York,104,429 W 58th St,New York,10019,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,259
2015,87090,Mount Sinai Morningside,1487,St. Luke's‐Roosevelt Hosp Center OTP,New York,104,429 W 58th St,New York,10019,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,318
2010,87090,Mount Sinai Morningside,6273,St. Lukes‐Roosevelt Hospital OP R,New York,104,1000 10th Ave,New York,10019,Outpatient,Outpatient Rehabilitation,Closed,75
2015,87090,Mount Sinai Morningside,6273,St. Lukes‐Roosevelt Hospital OP R,New York,104,1000 10th Ave,New York,10019,Outpatient,Outpatient Rehabilitation,Closed,130
2010,87090,Mount Sinai Morningside,8046,St. Lukes‐Roosevelt Hosp‐M.S. With/Inp,New York,104,1000 10th Ave,New York,10019,Crisis,Med Sup Withdrawal ‐ Inpatient,Closed,3
2010,87090,Mount Sinai Morningside,50205,St. Lukes/Roosevelt Hosp‐Med Mgd Detox,New York,109,1111 Amsterdam Avenue ‐ 6th Flr,New York,10025,Crisis,Medical Managed Detoxification,Closed,26
2010,87090,Mount Sinai Morningside,50206,Trinity House OP R,New York,109,411 W 114th St,New York,10025,Outpatient,Outpatient Rehabilitation,Closed,106
2015,87090,Mount Sinai Morningside,50206,Trinity House OP R,New York,109,411 W 114th St,New York,10025,Outpatient,Outpatient Rehabilitation,Closed,59
2010,87090,Mount Sinai Morningside,50208,St. Luke's Roosevelt Hosp CR,New York,107,306 W 102nd St,New York,10025,Residential,Community Residential,Closed,22
2015,87090,Mount Sinai Morningside,50208,St. Luke's Roosevelt Hosp CR,New York,107,306 W 102nd St,New York,10025,Residential,Community Residential,Closed,22
2010,87090,Mount Sinai Morningside,50257,Addiction Institute  IP,New York,104,1000 10th Ave,New York,10019,Inpatient Treatment,Inpatient Rehabilitation,Closed,29
2015,87090,Mount Sinai Morningside,50257,Addiction Institute  IP,New York,104,1000 10th Ave,New York,10019,Inpatient Treatment,Inpatient Rehabilitation,Closed,9
2010,87090,Mount Sinai Morningside,50259,St. Luke's‐Roosevelt Hosp OP 1,New York,104,1000 10th Ave,New York,10019,Outpatient,Outpatient Clinic,Closed,157
2015,87090,Mount Sinai Morningside,50259,St. Luke's‐Roosevelt Hosp OP 1,New York,104,1000 10th Ave,New York,10019,Outpatient,Outpatient Clinic,Closed,216
2010,87090,Mount Sinai Morningside,51117,Addiction Institute OP,New York,104,1000 10th Ave,New York,10019,Outpatient,Outpatient Clinic,Closed,25
2015,87090,Mount Sinai Morningside,51117,Addiction Institute OP,New York,104,1000 10th Ave,New York,10019,Outpatient,Outpatient Clinic,Closed,23
2010,87090,Mount Sinai Morningside,51750,Trinity House OP,New York,109,411 W 114th St,New York,10025,Outpatient,Outpatient Clinic,Closed,109
2015,87090,Mount Sinai Morningside,51750,Trinity House OP,New York,109,411 W 114th St,New York,10025,Outpatient,Outpatient Clinic,Closed,104
2015,87090,Mount Sinai Morningside,52663,St. Luke's Roosevelt Hosp Center MMD,New York,104,1000 10th Ave,New York,10019,Crisis,Medical Managed Detoxification,Closed,7
2019,87090,Mount Sinai Morningside,53141,Mt. Sinai West MMD,New York,104,1000 10th Ave,New York,10019,Crisis,Medical Managed Detoxification,Operational,6
2019,87090,Mount Sinai Morningside,53142,Trinity House OP,New York,109,411 W 114th St,New York,10025,Outpatient,Outpatient Clinic,Closed,63
2019,87090,Mount Sinai Morningside,53143,Mount Sinai Morningside OP,New York,104,1000 10th Ave,New York,10019,Outpatient,Outpatient Clinic,Operational,19
2019,87090,Mount Sinai Morningside,53144,Mount Sinai Morningside OP 1,New York,104,1000 10th Ave,New York,10019,Outpatient,Outpatient Clinic,Operational,281
2019,87090,Mount Sinai Morningside,53145,Mount Sinai Morningside IP,New York,104,1000 10th Ave,New York,10019,Inpatient Treatment,Inpatient Rehabilitation,Operational,15
2019,87090,Mount Sinai Morningside,53146,St. Luke's Roosevelt Hosp Hlfwy Hse CR,New York,107,306 W 102nd St,New York,10025,Residential,Community Residential,Operational,21
2019,87090,Mount Sinai Morningside,53147,Trinity House OP R,New York,109,411 W 114th St,New York,10025,Outpatient,Outpatient Rehabilitation,Closed,27
2019,87090,Mount Sinai Morningside,53148,Mount Sinai Morningside OP R,New York,104,1000 10th Ave,New York,10019,Outpatient,Outpatient Rehabilitation,Operational,176
2019,87090,Mount Sinai Morningside,53149,Mount Sinai Morningside OTP,New York,104,429 W 58th St,New York,10019,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,291
2010,87130,St. Vincent's Catholic Medical Centers,312,SVCMC/NY Westchester MMTP Clinic 1,Kings,308,1480 Prospect Place,Brooklyn,11213,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,332
